timestamp,event_type,bin_id,fill_level,status,fill_level_before,fill_level_after
2026-03-07T20:28:55+00:00,fill_update,P002,5.7,normal,,
2026-03-07T20:28:55+00:00,fill_update,P003,69.22,a_surveille,,
2026-03-07T20:28:55+00:00,fill_update,P004,7.53,normal,,
2026-03-07T20:28:55+00:00,fill_update,P005,53.92,a_surveille,,
2026-03-07T20:28:55+00:00,fill_update,P006,0.41,normal,,
2026-03-07T20:28:55+00:00,fill_update,P007,43.02,normal,,
2026-03-07T20:28:55+00:00,fill_update,P009,61.54,a_surveille,,
2026-03-07T20:28:56+00:00,fill_update,P001,33.09,normal,,
2026-03-07T20:28:56+00:00,fill_update,P002,5.76,normal,,
2026-03-07T20:28:56+00:00,fill_update,P003,69.37,a_surveille,,
2026-03-07T20:28:56+00:00,fill_update,P004,7.88,normal,,
2026-03-07T20:28:56+00:00,fill_update,P005,54.34,a_surveille,,
2026-03-07T20:28:56+00:00,fill_update,P006,0.86,normal,,
2026-03-07T20:28:56+00:00,fill_update,P007,43.2,normal,,
2026-03-07T20:28:56+00:00,fill_update,P009,61.75,a_surveille,,
2026-03-07T20:28:57+00:00,fill_update,P001,33.19,normal,,
2026-03-07T20:28:57+00:00,fill_update,P002,5.76,normal,,
2026-03-07T20:28:57+00:00,fill_update,P003,69.58,a_surveille,,
2026-03-07T20:28:57+00:00,fill_update,P004,8.12,normal,,
2026-03-07T20:28:57+00:00,fill_update,P005,54.59,a_surveille,,
2026-03-07T20:28:57+00:00,fill_update,P006,1.03,normal,,
2026-03-07T20:28:57+00:00,fill_update,P007,43.3,normal,,
2026-03-07T20:28:57+00:00,fill_update,P009,61.58,a_surveille,,
2026-03-07T20:29:21+00:00,fill_update,P001,33.2,normal,,
2026-03-07T20:29:21+00:00,fill_update,P002,6.01,normal,,
2026-03-07T20:29:21+00:00,fill_update,P003,69.58,a_surveille,,
2026-03-07T20:29:21+00:00,fill_update,P004,8.32,normal,,
2026-03-07T20:29:21+00:00,fill_update,P005,54.89,a_surveille,,
2026-03-07T20:29:21+00:00,fill_update,P006,1.0,normal,,
2026-03-07T20:29:21+00:00,fill_update,P007,43.43,normal,,
2026-03-07T20:29:21+00:00,fill_update,P009,61.59,a_surveille,,
2026-03-07T20:38:23+00:00,fill_update,P001,33.23,normal,,
2026-03-07T20:38:23+00:00,fill_update,P002,6.3,normal,,
2026-03-07T20:38:23+00:00,fill_update,P003,69.59,a_surveille,,
2026-03-07T20:38:23+00:00,fill_update,P004,8.55,normal,,
2026-03-07T20:38:23+00:00,fill_update,P005,55.22,a_surveille,,
2026-03-07T20:38:23+00:00,fill_update,P006,0.98,normal,,
2026-03-07T20:38:23+00:00,fill_update,P007,43.58,normal,,
2026-03-07T20:38:23+00:00,fill_update,P009,61.61,a_surveille,,
2026-03-07T20:38:26+00:00,fill_update,P001,33.48,normal,,
2026-03-07T20:38:26+00:00,fill_update,P002,6.3,normal,,
2026-03-07T20:38:26+00:00,fill_update,P003,69.68,a_surveille,,
2026-03-07T20:38:26+00:00,fill_update,P004,8.77,normal,,
2026-03-07T20:38:26+00:00,fill_update,P005,55.51,a_surveille,,
2026-03-07T20:38:26+00:00,fill_update,P006,1.31,normal,,
2026-03-07T20:38:26+00:00,fill_update,P007,43.68,normal,,
2026-03-07T20:38:26+00:00,fill_update,P009,61.75,a_surveille,,
2026-03-07T20:38:29+00:00,fill_update,P001,33.52,normal,,
2026-03-07T20:38:29+00:00,fill_update,P002,6.25,normal,,
2026-03-07T20:38:29+00:00,fill_update,P003,69.81,a_surveille,,
2026-03-07T20:38:29+00:00,fill_update,P004,8.91,normal,,
2026-03-07T20:38:29+00:00,fill_update,P005,55.66,a_surveille,,
2026-03-07T20:38:29+00:00,fill_update,P006,1.42,normal,,
2026-03-07T20:38:29+00:00,fill_update,P007,43.72,normal,,
2026-03-07T20:38:29+00:00,fill_update,P009,61.59,a_surveille,,
2026-03-07T20:38:32+00:00,fill_update,P001,33.67,normal,,
2026-03-07T20:38:32+00:00,fill_update,P002,6.37,normal,,
2026-03-07T20:38:32+00:00,fill_update,P003,69.92,a_surveille,,
2026-03-07T20:38:32+00:00,fill_update,P004,9.24,normal,,
2026-03-07T20:38:32+00:00,fill_update,P005,55.84,a_surveille,,
2026-03-07T20:38:32+00:00,fill_update,P006,1.43,normal,,
2026-03-07T20:38:32+00:00,fill_update,P007,44.05,normal,,
2026-03-07T20:38:32+00:00,fill_update,P009,61.56,a_surveille,,
2026-03-07T20:38:35+00:00,fill_update,P001,33.82,normal,,
2026-03-07T20:38:35+00:00,fill_update,P002,6.36,normal,,
2026-03-07T20:38:35+00:00,fill_update,P003,70.34,a_surveille,,
2026-03-07T20:38:35+00:00,fill_update,P004,9.13,normal,,
2026-03-07T20:38:35+00:00,fill_update,P005,56.01,a_surveille,,
2026-03-07T20:38:35+00:00,fill_update,P006,1.36,normal,,
2026-03-07T20:38:35+00:00,fill_update,P007,44.14,normal,,
2026-03-07T20:38:35+00:00,fill_update,P009,61.82,a_surveille,,
2026-03-07T20:38:38+00:00,fill_update,P001,34.06,normal,,
2026-03-07T20:38:38+00:00,fill_update,P002,6.52,normal,,
2026-03-07T20:38:38+00:00,fill_update,P003,70.7,a_surveille,,
2026-03-07T20:38:38+00:00,fill_update,P004,9.44,normal,,
2026-03-07T20:38:38+00:00,fill_update,P005,56.14,a_surveille,,
2026-03-07T20:38:38+00:00,fill_update,P006,1.43,normal,,
2026-03-07T20:38:38+00:00,fill_update,P007,44.42,normal,,
2026-03-07T20:38:38+00:00,fill_update,P009,61.84,a_surveille,,
2026-03-07T20:38:41+00:00,fill_update,P001,34.24,normal,,
2026-03-07T20:38:41+00:00,fill_update,P002,6.65,normal,,
2026-03-07T20:38:41+00:00,fill_update,P003,70.8,a_surveille,,
2026-03-07T20:38:41+00:00,fill_update,P004,9.8,normal,,
2026-03-07T20:38:41+00:00,fill_update,P005,56.39,a_surveille,,
2026-03-07T20:38:41+00:00,fill_update,P006,1.65,normal,,
2026-03-07T20:38:41+00:00,fill_update,P007,44.59,normal,,
2026-03-07T20:38:41+00:00,fill_update,P009,61.85,a_surveille,,
2026-03-07T20:38:44+00:00,fill_update,P001,34.21,normal,,
2026-03-07T20:38:44+00:00,fill_update,P002,6.9,normal,,
2026-03-07T20:38:44+00:00,fill_update,P003,70.84,a_surveille,,
2026-03-07T20:38:44+00:00,fill_update,P004,9.91,normal,,
2026-03-07T20:38:44+00:00,fill_update,P005,56.54,a_surveille,,
2026-03-07T20:38:44+00:00,fill_update,P006,1.63,normal,,
2026-03-07T20:38:44+00:00,fill_update,P007,44.87,normal,,
2026-03-07T20:38:44+00:00,fill_update,P009,62.05,a_surveille,,
2026-03-07T20:38:47+00:00,fill_update,P001,34.41,normal,,
2026-03-07T20:38:47+00:00,fill_update,P002,6.91,normal,,
2026-03-07T20:38:47+00:00,fill_update,P003,70.81,a_surveille,,
2026-03-07T20:38:47+00:00,fill_update,P004,9.82,normal,,
2026-03-07T20:38:47+00:00,fill_update,P005,56.91,a_surveille,,
2026-03-07T20:38:47+00:00,fill_update,P006,1.7,normal,,
2026-03-07T20:38:47+00:00,fill_update,P007,45.08,normal,,
2026-03-07T20:38:47+00:00,fill_update,P009,62.07,a_surveille,,
2026-03-07T20:38:50+00:00,fill_update,P001,34.6,normal,,
2026-03-07T20:38:50+00:00,fill_update,P002,7.16,normal,,
2026-03-07T20:38:50+00:00,fill_update,P003,70.95,a_surveille,,
2026-03-07T20:38:50+00:00,fill_update,P004,9.99,normal,,
2026-03-07T20:38:50+00:00,fill_update,P005,57.05,a_surveille,,
2026-03-07T20:38:50+00:00,fill_update,P006,1.95,normal,,
2026-03-07T20:38:50+00:00,fill_update,P007,45.26,normal,,
2026-03-07T20:38:50+00:00,fill_update,P009,62.29,a_surveille,,
2026-03-07T20:38:53+00:00,fill_update,P001,34.77,normal,,
2026-03-07T20:38:53+00:00,fill_update,P002,7.27,normal,,
2026-03-07T20:38:53+00:00,fill_update,P003,70.92,a_surveille,,
2026-03-07T20:38:53+00:00,fill_update,P004,10.33,normal,,
2026-03-07T20:38:53+00:00,fill_update,P005,57.19,a_surveille,,
2026-03-07T20:38:53+00:00,fill_update,P006,1.94,normal,,
2026-03-07T20:38:53+00:00,fill_update,P007,45.4,normal,,
2026-03-07T20:38:53+00:00,fill_update,P009,62.36,a_surveille,,
2026-03-07T20:38:56+00:00,fill_update,P001,35.07,normal,,
2026-03-07T20:38:56+00:00,fill_update,P002,7.29,normal,,
2026-03-07T20:38:56+00:00,fill_update,P003,70.9,a_surveille,,
2026-03-07T20:38:56+00:00,fill_update,P004,10.46,normal,,
2026-03-07T20:38:56+00:00,fill_update,P005,57.24,a_surveille,,
2026-03-07T20:38:56+00:00,fill_update,P006,1.92,normal,,
2026-03-07T20:38:56+00:00,fill_update,P007,45.63,normal,,
2026-03-07T20:38:56+00:00,fill_update,P009,62.42,a_surveille,,
2026-03-07T20:38:59+00:00,fill_update,P001,35.27,normal,,
2026-03-07T20:38:59+00:00,fill_update,P002,7.56,normal,,
2026-03-07T20:38:59+00:00,fill_update,P003,70.99,a_surveille,,
2026-03-07T20:38:59+00:00,fill_update,P004,10.79,normal,,
2026-03-07T20:38:59+00:00,fill_update,P005,57.16,a_surveille,,
2026-03-07T20:38:59+00:00,fill_update,P006,2.09,normal,,
2026-03-07T20:38:59+00:00,fill_update,P007,45.78,normal,,
2026-03-07T20:38:59+00:00,fill_update,P009,62.43,a_surveille,,
2026-03-07T20:39:02+00:00,fill_update,P001,35.39,normal,,
2026-03-07T20:39:02+00:00,fill_update,P002,7.68,normal,,
2026-03-07T20:39:02+00:00,fill_update,P003,71.01,a_surveille,,
2026-03-07T20:39:02+00:00,fill_update,P004,11.02,normal,,
2026-03-07T20:39:02+00:00,fill_update,P005,57.36,a_surveille,,
2026-03-07T20:39:02+00:00,fill_update,P006,2.11,normal,,
2026-03-07T20:39:02+00:00,fill_update,P007,45.81,normal,,
2026-03-07T20:39:02+00:00,fill_update,P009,62.31,a_surveille,,
2026-03-07T20:39:05+00:00,fill_update,P001,35.58,normal,,
2026-03-07T20:39:05+00:00,fill_update,P002,7.66,normal,,
2026-03-07T20:39:05+00:00,fill_update,P003,71.23,a_surveille,,
2026-03-07T20:39:05+00:00,fill_update,P004,10.98,normal,,
2026-03-07T20:39:05+00:00,fill_update,P005,57.55,a_surveille,,
2026-03-07T20:39:05+00:00,fill_update,P006,2.2,normal,,
2026-03-07T20:39:05+00:00,fill_update,P007,46.16,normal,,
2026-03-07T20:39:05+00:00,fill_update,P009,62.46,a_surveille,,
2026-03-07T20:39:08+00:00,fill_update,P001,35.98,normal,,
2026-03-07T20:39:08+00:00,fill_update,P002,7.76,normal,,
2026-03-07T20:39:08+00:00,fill_update,P003,71.51,a_surveille,,
2026-03-07T20:39:08+00:00,fill_update,P004,11.25,normal,,
2026-03-07T20:39:08+00:00,fill_update,P005,57.95,a_surveille,,
2026-03-07T20:39:08+00:00,fill_update,P006,2.13,normal,,
2026-03-07T20:39:08+00:00,fill_update,P007,46.24,normal,,
2026-03-07T20:39:08+00:00,fill_update,P009,62.53,a_surveille,,
2026-03-07T20:39:11+00:00,fill_update,P001,36.17,normal,,
2026-03-07T20:39:11+00:00,fill_update,P002,7.8,normal,,
2026-03-07T20:39:11+00:00,fill_update,P003,71.8,a_surveille,,
2026-03-07T20:39:11+00:00,fill_update,P004,11.46,normal,,
2026-03-07T20:39:11+00:00,fill_update,P005,58.15,a_surveille,,
2026-03-07T20:39:11+00:00,fill_update,P006,2.07,normal,,
2026-03-07T20:39:11+00:00,fill_update,P007,46.48,normal,,
2026-03-07T20:39:11+00:00,fill_update,P009,62.66,a_surveille,,
2026-03-07T20:39:14+00:00,fill_update,P001,36.06,normal,,
2026-03-07T20:39:14+00:00,fill_update,P002,8.04,normal,,
2026-03-07T20:39:14+00:00,fill_update,P003,71.99,a_surveille,,
2026-03-07T20:39:14+00:00,fill_update,P004,11.72,normal,,
2026-03-07T20:39:14+00:00,fill_update,P005,58.16,a_surveille,,
2026-03-07T20:39:14+00:00,fill_update,P006,2.23,normal,,
2026-03-07T20:39:14+00:00,fill_update,P007,46.77,normal,,
2026-03-07T20:39:14+00:00,fill_update,P009,62.9,a_surveille,,
2026-03-07T20:39:17+00:00,fill_update,P001,36.1,normal,,
2026-03-07T20:39:17+00:00,fill_update,P002,7.91,normal,,
2026-03-07T20:39:17+00:00,fill_update,P003,72.21,a_surveille,,
2026-03-07T20:39:17+00:00,fill_update,P004,11.91,normal,,
2026-03-07T20:39:17+00:00,fill_update,P005,58.57,a_surveille,,
2026-03-07T20:39:17+00:00,fill_update,P006,2.32,normal,,
2026-03-07T20:39:17+00:00,fill_update,P007,46.81,normal,,
2026-03-07T20:39:17+00:00,fill_update,P009,63.04,a_surveille,,
2026-03-07T20:39:20+00:00,fill_update,P001,36.17,normal,,
2026-03-07T20:39:20+00:00,fill_update,P002,8.1,normal,,
2026-03-07T20:39:20+00:00,fill_update,P003,72.45,a_surveille,,
2026-03-07T20:39:20+00:00,fill_update,P004,11.9,normal,,
2026-03-07T20:39:20+00:00,fill_update,P005,58.69,a_surveille,,
2026-03-07T20:39:20+00:00,fill_update,P006,2.29,normal,,
2026-03-07T20:39:20+00:00,fill_update,P007,46.73,normal,,
2026-03-07T20:39:20+00:00,fill_update,P009,63.03,a_surveille,,
2026-03-07T20:39:23+00:00,fill_update,P001,36.24,normal,,
2026-03-07T20:39:23+00:00,fill_update,P002,8.3,normal,,
2026-03-07T20:39:23+00:00,fill_update,P003,72.63,a_surveille,,
2026-03-07T20:39:23+00:00,fill_update,P004,12.3,normal,,
2026-03-07T20:39:23+00:00,fill_update,P005,59.03,a_surveille,,
2026-03-07T20:39:23+00:00,fill_update,P006,2.3,normal,,
2026-03-07T20:39:23+00:00,fill_update,P007,46.82,normal,,
2026-03-07T20:39:23+00:00,fill_update,P009,63.01,a_surveille,,
2026-03-07T20:39:26+00:00,fill_update,P001,36.2,normal,,
2026-03-07T20:39:26+00:00,fill_update,P002,8.31,normal,,
2026-03-07T20:39:26+00:00,fill_update,P003,72.78,a_surveille,,
2026-03-07T20:39:26+00:00,fill_update,P004,12.38,normal,,
2026-03-07T20:39:26+00:00,fill_update,P005,59.08,a_surveille,,
2026-03-07T20:39:26+00:00,fill_update,P006,2.45,normal,,
2026-03-07T20:39:26+00:00,fill_update,P007,47.04,normal,,
2026-03-07T20:39:26+00:00,fill_update,P009,63.17,a_surveille,,
2026-03-07T20:39:29+00:00,fill_update,P001,36.37,normal,,
2026-03-07T20:39:29+00:00,fill_update,P002,8.54,normal,,
2026-03-07T20:39:29+00:00,fill_update,P003,72.89,a_surveille,,
2026-03-07T20:39:29+00:00,fill_update,P004,12.51,normal,,
2026-03-07T20:39:29+00:00,fill_update,P005,59.24,a_surveille,,
2026-03-07T20:39:29+00:00,fill_update,P006,2.41,normal,,
2026-03-07T20:39:29+00:00,fill_update,P007,47.21,normal,,
2026-03-07T20:39:29+00:00,fill_update,P009,63.06,a_surveille,,
2026-03-07T20:39:32+00:00,fill_update,P001,36.6,normal,,
2026-03-07T20:39:32+00:00,fill_update,P002,8.75,normal,,
2026-03-07T20:39:32+00:00,fill_update,P003,73.01,a_surveille,,
2026-03-07T20:39:32+00:00,fill_update,P004,12.69,normal,,
2026-03-07T20:39:32+00:00,fill_update,P005,59.45,a_surveille,,
2026-03-07T20:39:32+00:00,fill_update,P006,2.57,normal,,
2026-03-07T20:39:32+00:00,fill_update,P007,47.09,normal,,
2026-03-07T20:39:32+00:00,fill_update,P009,63.26,a_surveille,,
2026-03-07T20:39:35+00:00,fill_update,P001,36.62,normal,,
2026-03-07T20:39:35+00:00,fill_update,P002,8.91,normal,,
2026-03-07T20:39:35+00:00,fill_update,P003,73.17,a_surveille,,
2026-03-07T20:39:35+00:00,fill_update,P004,12.81,normal,,
2026-03-07T20:39:35+00:00,fill_update,P005,59.6,a_surveille,,
2026-03-07T20:39:35+00:00,fill_update,P006,2.58,normal,,
2026-03-07T20:39:35+00:00,fill_update,P007,47.26,normal,,
2026-03-07T20:39:35+00:00,fill_update,P009,63.36,a_surveille,,
2026-03-07T20:39:38+00:00,fill_update,P001,36.73,normal,,
2026-03-07T20:39:38+00:00,fill_update,P002,9.24,normal,,
2026-03-07T20:39:38+00:00,fill_update,P003,73.24,a_surveille,,
2026-03-07T20:39:38+00:00,fill_update,P004,12.84,normal,,
2026-03-07T20:39:38+00:00,fill_update,P005,59.74,a_surveille,,
2026-03-07T20:39:38+00:00,fill_update,P006,2.63,normal,,
2026-03-07T20:39:38+00:00,fill_update,P007,47.42,normal,,
2026-03-07T20:39:38+00:00,fill_update,P009,63.24,a_surveille,,
2026-03-07T20:39:41+00:00,fill_update,P001,36.84,normal,,
2026-03-07T20:39:41+00:00,fill_update,P002,9.49,normal,,
2026-03-07T20:39:41+00:00,fill_update,P003,73.28,a_surveille,,
2026-03-07T20:39:41+00:00,fill_update,P004,12.85,normal,,
2026-03-07T20:39:41+00:00,fill_update,P005,59.96,a_surveille,,
2026-03-07T20:39:41+00:00,fill_update,P006,2.68,normal,,
2026-03-07T20:39:41+00:00,fill_update,P007,47.52,normal,,
2026-03-07T20:39:41+00:00,fill_update,P009,63.3,a_surveille,,
2026-03-07T20:39:44+00:00,fill_update,P001,37.04,normal,,
2026-03-07T20:39:44+00:00,fill_update,P002,9.61,normal,,
2026-03-07T20:39:44+00:00,fill_update,P003,73.59,a_surveille,,
2026-03-07T20:39:44+00:00,fill_update,P004,13.18,normal,,
2026-03-07T20:39:44+00:00,fill_update,P005,60.12,a_surveille,,
2026-03-07T20:39:44+00:00,fill_update,P006,2.87,normal,,
2026-03-07T20:39:44+00:00,fill_update,P007,47.54,normal,,
2026-03-07T20:39:44+00:00,fill_update,P009,63.26,a_surveille,,
2026-03-07T20:39:47+00:00,fill_update,P001,37.37,normal,,
2026-03-07T20:39:47+00:00,fill_update,P002,9.88,normal,,
2026-03-07T20:39:47+00:00,fill_update,P003,73.58,a_surveille,,
2026-03-07T20:39:47+00:00,fill_update,P004,13.36,normal,,
2026-03-07T20:39:47+00:00,fill_update,P005,60.4,a_surveille,,
2026-03-07T20:39:47+00:00,fill_update,P006,3.01,normal,,
2026-03-07T20:39:47+00:00,fill_update,P007,47.68,normal,,
2026-03-07T20:39:47+00:00,fill_update,P009,63.21,a_surveille,,
2026-03-07T20:39:51+00:00,fill_update,P001,37.53,normal,,
2026-03-07T20:39:51+00:00,fill_update,P002,9.93,normal,,
2026-03-07T20:39:51+00:00,fill_update,P003,73.75,a_surveille,,
2026-03-07T20:39:51+00:00,fill_update,P004,13.35,normal,,
2026-03-07T20:39:51+00:00,fill_update,P005,60.53,a_surveille,,
2026-03-07T20:39:51+00:00,fill_update,P006,3.15,normal,,
2026-03-07T20:39:51+00:00,fill_update,P007,47.76,normal,,
2026-03-07T20:39:51+00:00,fill_update,P009,63.34,a_surveille,,
2026-03-07T20:39:54+00:00,fill_update,P001,37.69,normal,,
2026-03-07T20:39:54+00:00,fill_update,P002,10.03,normal,,
2026-03-07T20:39:54+00:00,fill_update,P003,73.91,a_surveille,,
2026-03-07T20:39:54+00:00,fill_update,P004,13.47,normal,,
2026-03-07T20:39:54+00:00,fill_update,P005,60.87,a_surveille,,
2026-03-07T20:39:54+00:00,fill_update,P006,3.34,normal,,
2026-03-07T20:39:54+00:00,fill_update,P007,48.12,normal,,
2026-03-07T20:39:54+00:00,fill_update,P009,63.8,a_surveille,,
2026-03-07T20:39:57+00:00,fill_update,P001,37.86,normal,,
2026-03-07T20:39:57+00:00,fill_update,P002,9.89,normal,,
2026-03-07T20:39:57+00:00,fill_update,P003,74.03,a_surveille,,
2026-03-07T20:39:57+00:00,fill_update,P004,13.87,normal,,
2026-03-07T20:39:57+00:00,fill_update,P005,61.07,a_surveille,,
2026-03-07T20:39:57+00:00,fill_update,P006,3.55,normal,,
2026-03-07T20:39:57+00:00,fill_update,P007,48.4,normal,,
2026-03-07T20:39:57+00:00,fill_update,P009,63.85,a_surveille,,
2026-03-07T20:40:00+00:00,fill_update,P001,37.95,normal,,
2026-03-07T20:40:00+00:00,fill_update,P002,9.99,normal,,
2026-03-07T20:40:00+00:00,fill_update,P003,74.08,a_surveille,,
2026-03-07T20:40:00+00:00,fill_update,P004,14.0,normal,,
2026-03-07T20:40:00+00:00,fill_update,P005,61.13,a_surveille,,
2026-03-07T20:40:00+00:00,fill_update,P006,3.66,normal,,
2026-03-07T20:40:00+00:00,fill_update,P007,48.22,normal,,
2026-03-07T20:40:00+00:00,fill_update,P009,63.91,a_surveille,,
2026-03-07T20:40:03+00:00,fill_update,P001,37.94,normal,,
2026-03-07T20:40:03+00:00,fill_update,P002,10.11,normal,,
2026-03-07T20:40:03+00:00,fill_update,P003,74.33,a_surveille,,
2026-03-07T20:40:03+00:00,fill_update,P004,14.19,normal,,
2026-03-07T20:40:03+00:00,fill_update,P005,61.14,a_surveille,,
2026-03-07T20:40:03+00:00,fill_update,P006,3.75,normal,,
2026-03-07T20:40:03+00:00,fill_update,P007,48.26,normal,,
2026-03-07T20:40:03+00:00,fill_update,P009,64.1,a_surveille,,
2026-03-07T20:40:06+00:00,fill_update,P001,38.05,normal,,
2026-03-07T20:40:06+00:00,fill_update,P002,10.31,normal,,
2026-03-07T20:40:06+00:00,fill_update,P003,74.74,a_surveille,,
2026-03-07T20:40:06+00:00,fill_update,P004,14.36,normal,,
2026-03-07T20:40:06+00:00,fill_update,P005,61.25,a_surveille,,
2026-03-07T20:40:06+00:00,fill_update,P006,3.64,normal,,
2026-03-07T20:40:06+00:00,fill_update,P007,48.43,normal,,
2026-03-07T20:40:06+00:00,fill_update,P009,64.37,a_surveille,,
2026-03-07T20:40:09+00:00,fill_update,P001,38.26,normal,,
2026-03-07T20:40:09+00:00,fill_update,P002,10.58,normal,,
2026-03-07T20:40:09+00:00,fill_update,P003,74.7,a_surveille,,
2026-03-07T20:40:09+00:00,fill_update,P004,14.55,normal,,
2026-03-07T20:40:09+00:00,fill_update,P005,61.37,a_surveille,,
2026-03-07T20:40:09+00:00,fill_update,P006,3.64,normal,,
2026-03-07T20:40:09+00:00,fill_update,P007,48.53,normal,,
2026-03-07T20:40:09+00:00,fill_update,P009,64.57,a_surveille,,
2026-03-07T20:40:12+00:00,fill_update,P001,38.52,normal,,
2026-03-07T20:40:12+00:00,fill_update,P002,10.78,normal,,
2026-03-07T20:40:12+00:00,fill_update,P003,74.86,a_surveille,,
2026-03-07T20:40:12+00:00,fill_update,P004,14.73,normal,,
2026-03-07T20:40:12+00:00,fill_update,P005,61.63,a_surveille,,
2026-03-07T20:40:12+00:00,fill_update,P006,3.48,normal,,
2026-03-07T20:40:12+00:00,fill_update,P007,48.48,normal,,
2026-03-07T20:40:12+00:00,fill_update,P009,64.88,a_surveille,,
2026-03-07T20:40:15+00:00,fill_update,P001,38.75,normal,,
2026-03-07T20:40:15+00:00,fill_update,P002,10.84,normal,,
2026-03-07T20:40:15+00:00,fill_update,P003,74.97,a_surveille,,
2026-03-07T20:40:15+00:00,fill_update,P004,14.96,normal,,
2026-03-07T20:40:15+00:00,fill_update,P005,61.86,a_surveille,,
2026-03-07T20:40:15+00:00,fill_update,P006,3.55,normal,,
2026-03-07T20:40:15+00:00,fill_update,P007,48.57,normal,,
2026-03-07T20:40:15+00:00,fill_update,P009,65.04,a_surveille,,
2026-03-07T20:40:18+00:00,fill_update,P001,38.89,normal,,
